epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,616.597,1.69116,2.21723,1.77568,0.5012,0.51144,0.37715,0.20916,2.13591,2.58764,2.26271,3.33188e-05,3.33188e-05,0.0667145
